id,x,y,z,tonn,blockvalue,destination,CU%,process_profit,Profit
3262,11,4,13,16260,155834.2508,1,0.973,168029.2508,155834.2508
3263,11,5,13,16260,139817.7194,1,0.904,152012.7194,139817.7194
3264,11,6,13,16260,127666.7966,1,0.854,139861.7966,127666.7966
3265,11,7,13,16260,127961.2798,1,0.858,140156.2798,127961.2798
3266,11,8,13,16260,123816.3487,1,0.841,136011.3487,123816.3487
3267,11,9,13,16260,121377.6741,1,0.828,133572.6741,121377.6741
3268,11,10,13,16260,119941.6436,1,0.82,132136.6436,119941.6436
3269,11,11,13,16260,121783.7714,1,0.822,133978.7714,121783.7714
3270,11,12,13,16260,120202.7733,1,0.812,132397.7733,120202.7733
3271,11,13,13,16260,119627.4515,1,0.808,131822.4515,119627.4515
3272,11,14,13,16140,155780.2539,1,1.015,167885.2539,155780.2539
3273,11,15,13,16140,151532.5492,1,1.001,163637.5492,151532.5492
3274,11,16,13,12000,-9000,2,0,0,-9000
3275,11,17,13,12000,-9000,2,0,0,-9000
3276,11,18,13,12000,-9000,2,0,0,-9000
3277,11,19,13,12000,-9000,2,0,0,-9000
3278,11,20,13,12000,-9000,2,0,0,-9000
3279,11,21,13,12000,-9000,2,0,0,-9000
3280,11,22,13,12000,-9000,2,0,0,-9000
3281,11,23,13,12000,-9000,2,0,0,-9000
3282,11,24,13,12000,-9000,2,0,0,-9000
3283,12,3,13,16380,-12285,2,0.189,0,-12285
3284,12,4,13,16260,176876.1309,1,1.071,189071.1309,176876.1309
3285,12,5,13,16260,151985.3189,1,0.961,164180.3189,151985.3189
3286,12,6,13,16260,136969.9155,1,0.897,149164.9155,136969.9155
3287,12,7,13,16260,141126.9752,1,0.918,153321.9752,141126.9752
3288,12,8,13,16260,140128.8794,1,0.915,152323.8794,140128.8794
3289,12,9,13,16260,132254.2107,1,0.878,144449.2107,132254.2107
3290,12,10,13,16260,126652.024,1,0.845,138847.024,126652.024
3291,12,11,13,16260,122778.8351,1,0.824,134973.8351,122778.8351
3292,12,12,13,16260,120627.0634,1,0.812,132822.0634,120627.0634
3293,12,13,13,16140,161597.2888,1,1.039,173702.2888,161597.2888
3294,12,14,13,16140,157366.1378,1,1.031,169471.1378,157366.1378
3295,12,15,13,16140,144621.5186,1,0.987,156726.5186,144621.5186
3296,12,16,13,16140,134715.7254,1,0.955,146820.7254,134715.7254
3297,12,17,13,12000,-9000,2,0,0,-9000
3298,12,18,13,12000,-9000,2,0,0,-9000
3299,12,19,13,12000,-9000,2,0,0,-9000
3300,12,20,13,12000,-9000,2,0,0,-9000
3301,12,21,13,12000,-9000,2,0,0,-9000
3302,12,22,13,12000,-9000,2,0,0,-9000
3303,12,23,13,12000,-9000,2,0,0,-9000
3304,12,24,13,12000,-9000,2,0,0,-9000
3305,12,25,13,12000,-9000,2,0,0,-9000
3306,13,4,13,16260,187896.1189,1,1.121,200091.1189,187896.1189
3307,13,5,13,16260,157279.3777,1,0.985,169474.3777,157279.3777
3308,13,6,13,16260,142259.4261,1,0.919,154454.4261,142259.4261
3309,13,7,13,16260,140690.5566,1,0.913,152885.5566,140690.5566
3310,13,8,13,16260,146128.0668,1,0.938,158323.0668,146128.0668
3311,13,9,13,16260,139550.5254,1,0.91,151745.5254,139550.5254
3312,13,10,13,16260,130075.1498,1,0.856,142270.1498,130075.1498
3313,13,11,13,16260,122340.9004,1,0.819,134535.9004,122340.9004
3314,13,12,13,16260,119188.0008,1,0.803,131383.0008,119188.0008
3315,13,13,13,16140,151632.8053,1,0.986,163737.8053,151632.8053
3316,13,14,13,16140,146265.5219,1,0.972,158370.5219,146265.5219
3317,13,15,13,16140,132525.6583,1,0.924,144630.6583,132525.6583
3318,13,16,13,16140,126314.5525,1,0.909,138419.5525,126314.5525
3319,13,17,13,12000,-9000,2,0,0,-9000
3320,13,18,13,12000,-9000,2,0,0,-9000
3321,13,19,13,12000,-9000,2,0,0,-9000
3322,13,20,13,12000,-9000,2,0,0,-9000
3323,13,21,13,12000,-9000,2,0,0,-9000
3324,13,22,13,12000,-9000,2,0,0,-9000
3325,13,23,13,12000,-9000,2,0,0,-9000
3326,13,24,13,12000,-9000,2,0,0,-9000
3327,13,25,13,12000,-9000,2,0,0,-9000
3328,14,4,13,16260,179304.193,1,1.08,191499.193,179304.193
3329,14,5,13,16260,154126.4781,1,0.969,166321.4781,154126.4781
3330,14,6,13,16260,142393.7811,1,0.916,154588.7811,142393.7811
3331,14,7,13,16260,142964.5547,1,0.918,155159.5547,142964.5547
3332,14,8,13,16260,144533.4242,1,0.923,156728.4242,144533.4242
3333,14,9,13,16260,140518.2999,1,0.902,152713.2999,140518.2999
3334,14,10,13,16260,129774.6023,1,0.85,141969.6023,129774.6023
3335,14,11,13,16260,121184.1924,1,0.809,133379.1924,121184.1924
3336,14,12,13,16260,115314.8118,1,0.782,127509.8118,115314.8118
3337,14,13,13,16140,123307.18,1,0.835,135412.18,123307.18
3338,14,14,13,16140,126023.1766,1,0.854,138128.1766,126023.1766
3339,14,15,13,16140,122100.8891,1,0.856,134205.8891,122100.8891
3340,14,16,13,16140,124277.4123,1,0.882,136382.4123,124277.4123
3341,14,17,13,16140,124045.2976,1,0.9,136150.2976,124045.2976
3342,14,18,13,12000,-9000,2,0,0,-9000
3343,14,19,13,12000,-9000,2,0,0,-9000
3344,14,20,13,15360,-11520,2,0,0,-11520
3345,14,21,13,15360,-11520,2,0,0,-11520
3346,14,22,13,15360,-11520,2,0,0,-11520
3347,14,23,13,12000,-9000,2,0,0,-9000
3348,14,24,13,12000,-9000,2,0,0,-9000
3349,14,25,13,12000,-9000,2,0,0,-9000
3350,15,5,13,16260,145954.294,1,0.926,158149.294,145954.294
3351,15,6,13,16260,139515.6558,1,0.897,151710.6558,139515.6558
3352,15,7,13,16260,139798.0105,1,0.897,151993.0105,139798.0105
3353,15,8,13,16260,140361.2038,1,0.896,152556.2038,140361.2038
3354,15,9,13,16260,139065.5926,1,0.888,151260.5926,139065.5926
3355,15,10,13,16260,129760.9577,1,0.845,141955.9577,129760.9577
3356,15,11,13,16260,120170.9359,1,0.8,132365.9359,120170.9359
3357,15,12,13,16140,102107.2122,1,0.726,114212.2122,102107.2122
3358,15,13,13,16140,99797.32555,1,0.702,111902.3256,99797.32555
3359,15,14,13,16140,106627.6635,1,0.737,118732.6635,106627.6635
3360,15,15,13,16140,107993.4716,1,0.775,120098.4716,107993.4716
3361,15,16,13,16140,115156.7512,1,0.83,127261.7512,115156.7512
3362,15,17,13,16140,121745.9451,1,0.88,133850.9451,121745.9451
3363,15,18,13,16140,126626.4258,1,0.921,138731.4258,126626.4258
3364,15,19,13,15360,-11520,2,0,0,-11520
3365,15,20,13,15360,-11520,2,0,0,-11520
3366,15,21,13,15360,-11520,2,0,0,-11520
3367,15,22,13,15360,-11520,2,0,0,-11520
3368,15,23,13,12000,-9000,2,0,0,-9000
3369,15,24,13,12000,-9000,2,0,0,-9000
3370,15,25,13,12000,-9000,2,0,0,-9000
3371,15,26,13,12000,-9000,2,0,0,-9000
3372,16,5,13,16260,134073.5974,1,0.871,146268.5974,134073.5974
3373,16,6,13,16260,132500.1797,1,0.864,144695.1797,132500.1797
3374,16,7,13,16260,133635.6627,1,0.866,145830.6627,133635.6627
3375,16,8,13,16260,135766.2094,1,0.87,147961.2094,135766.2094
3376,16,9,13,16260,135899.0484,1,0.867,148094.0484,135899.0484
3377,16,10,13,16260,128456.25,1,0.833,140651.25,128456.25
3378,16,11,13,16260,117729.2292,1,0.786,129924.2292,117729.2292
3379,16,12,13,16140,90020.38119,1,0.666,102125.3812,90020.38119
3380,16,13,13,16140,102730.3881,1,0.697,114835.3881,102730.3881
3381,16,14,13,16140,112248.1299,1,0.741,124353.1299,112248.1299
3382,16,15,13,16140,98872.81047,1,0.723,110977.8105,98872.81047
3383,16,16,13,16140,108311.3645,1,0.789,120416.3645,108311.3645
3384,16,17,13,16140,119875.2757,1,0.863,131980.2757,119875.2757
3385,16,18,13,15360,-11520,2,0,0,-11520
3386,16,19,13,15360,-11520,2,0,0,-11520
3387,16,20,13,15360,-11520,2,0,0,-11520
3388,16,21,13,15360,-11520,2,0,0,-11520
3389,16,22,13,15360,-11520,2,0,0,-11520
3390,16,23,13,15360,-11520,2,0,0,-11520
3391,16,24,13,15360,-11520,2,0,0,-11520
3392,16,25,13,15360,-11520,2,0,0,-11520
3393,16,26,13,15360,-11520,2,0,0,-11520
3394,17,6,13,16260,124474.4792,1,0.824,136669.4792,124474.4792
3395,17,7,13,16260,128041.0564,1,0.836,140236.0564,128041.0564
3396,17,8,13,16260,131174.2471,1,0.845,143369.2471,131174.2471
3397,17,9,13,16260,130594.3771,1,0.839,142789.3771,130594.3771
3398,17,10,13,16260,123581.9331,1,0.807,135776.9331,123581.9331
3399,17,11,13,16260,111998.7518,1,0.758,124193.7518,111998.7518
3400,17,12,13,16140,86601.45004,1,0.647,98706.45004,86601.45004
3401,17,13,13,16140,113202.7426,1,0.731,125307.7426,113202.7426
3402,17,14,13,16140,122144.8938,1,0.769,134249.8938,122144.8938
3403,17,15,13,16140,91471.39664,1,0.684,103576.3966,91471.39664
3404,17,16,13,16140,102889.9054,1,0.756,114994.9054,102889.9054
3405,17,17,13,15360,-11520,2,0,0,-11520
3406,17,18,13,15360,-11520,2,0,0,-11520
3407,17,19,13,15360,-11520,2,0,0,-11520
3408,17,20,13,15360,-11520,2,0,0,-11520
3409,17,21,13,15360,-11520,2,0,0,-11520
3410,17,22,13,15360,-11520,2,0,0,-11520
3411,17,23,13,15360,-11520,2,0,0,-11520
3412,17,24,13,15360,-11520,2,0,0,-11520
3413,17,25,13,15360,-11520,2,0,0,-11520
3414,17,26,13,15360,-11520,2,0,0,-11520
3415,17,27,13,15360,-11520,2,0,0,-11520
3416,18,6,13,16260,116743.2619,1,0.787,128938.2619,116743.2619
3417,18,7,13,16260,123024.8041,1,0.81,135219.8041,123024.8041
3418,18,8,13,16260,126586.8331,1,0.821,138781.8331,126586.8331
3419,18,9,13,16260,124721.9643,1,0.811,136916.9643,124721.9643
3420,18,10,13,16260,117852.9718,1,0.78,130047.9718,117852.9718
3421,18,11,13,16260,106271.3066,1,0.731,118466.3066,106271.3066
3422,18,12,13,16260,93686.99733,1,0.677,105881.9973,93686.99733
3423,18,13,13,16140,115618.9049,1,0.742,127723.9049,115618.9049
3424,18,14,13,16140,114482.7726,1,0.737,126587.7726,114482.7726
3425,18,15,13,16140,81946.13044,1,0.637,94051.13044,81946.13044
3426,18,16,13,16140,95765.75268,1,0.715,107870.7527,95765.75268
3427,18,17,13,15360,-11520,2,0,0,-11520
3428,18,18,13,15360,-11520,2,0,0,-11520
3429,18,19,13,15360,-11520,2,0,0,-11520
3430,18,20,13,15360,-11520,2,0,0,-11520
3431,18,21,13,15360,-11520,2,0,0,-11520
3432,18,22,13,15360,-11520,2,0,0,-11520
3433,18,23,13,15360,-11520,2,0,0,-11520
3434,18,24,13,15360,-11520,2,0,0,-11520
3435,18,25,13,15360,-11520,2,0,0,-11520
3436,18,26,13,15360,-11520,2,0,0,-11520
3437,18,27,13,15360,-11520,2,0,0,-11520
3438,19,7,13,16260,117584.2617,1,0.785,129779.2617,117584.2617
3439,19,8,13,16260,121575.129,1,0.797,133770.129,121575.129
3440,19,9,13,16260,120709.8721,1,0.791,132904.8721,120709.8721
3441,19,10,13,16260,112557.3969,1,0.755,124752.3969,112557.3969
3442,19,11,13,16260,101548.0214,1,0.709,113743.0214,101548.0214
3443,19,12,13,16260,89679.45332,1,0.658,101874.4533,89679.45332
3444,19,13,13,16140,104430.072,1,0.703,116535.072,104430.072
3445,19,14,13,16140,81875.40107,1,0.611,93980.40107,81875.40107
3446,19,15,13,16140,70574.27298,1,0.582,82679.27298,70574.27298
3447,19,16,13,16140,84381.85618,1,0.656,96486.85618,84381.85618
3448,19,17,13,15360,-11520,2,0,0,-11520
3449,19,18,13,15360,-11520,2,0,0,-11520
3450,19,19,13,15360,-11520,2,0,0,-11520
3451,19,20,13,15360,-11520,2,0,0,-11520
3452,19,21,13,15360,-11520,2,0,0,-11520
3453,19,22,13,15360,-11520,2,0,0,-11520
3454,19,23,13,15360,-11520,2,0,0,-11520
3455,19,24,13,15360,-11520,2,0,0,-11520
3456,19,25,13,15360,-11520,2,0,0,-11520
3457,19,26,13,15360,-11520,2,0,0,-11520
3458,19,27,13,15360,-11520,2,0,0,-11520
3459,19,28,13,15360,-11520,2,0,0,-11520
3460,20,7,13,16260,113575.2016,1,0.766,125770.2016,113575.2016
3461,20,8,13,16260,115711.8126,1,0.772,127906.8126,115711.8126
3462,20,9,13,16260,114991.5232,1,0.767,127186.5232,114991.5232
3463,20,10,13,16260,107266.3703,1,0.733,119461.3703,107266.3703
3464,20,11,13,16260,97398.54204,1,0.69,109593.542,97398.54204
3465,20,12,13,16140,80785.92003,1,0.623,92890.92003,80785.92003
3466,20,13,13,16140,86847.10868,1,0.634,98952.10868,86847.10868
3467,20,14,13,16140,60762.71637,1,0.534,72867.71637,60762.71637
3468,20,15,13,16140,61470.16554,1,0.536,73575.16554,61470.16554
3469,20,16,13,16140,69171.41369,1,0.582,81276.41369,69171.41369
3470,20,17,13,16140,94911.39612,1,0.71,107016.3961,94911.39612
3471,20,18,13,15360,-11520,2,0,0,-11520
3472,20,19,13,15360,-11520,2,0,0,-11520
3473,20,20,13,15360,-11520,2,0,0,-11520
3474,20,21,13,15360,-11520,2,0,0,-11520
3475,20,22,13,15360,-11520,2,0,0,-11520
3476,20,23,13,15360,-11520,2,0,0,-11520
3477,20,24,13,15360,-11520,2,0,0,-11520
3478,20,25,13,15360,-11520,2,0,0,-11520
3479,20,26,13,15360,-11520,2,0,0,-11520
3480,20,27,13,15360,-11520,2,0,0,-11520
3481,20,28,13,15360,-11520,2,0,0,-11520
3482,21,7,13,16260,105428.7907,1,0.733,117623.7907,105428.7907
3483,21,8,13,16260,110141.4634,1,0.75,122336.4634,110141.4634
3484,21,9,13,16260,109561.5934,1,0.745,121756.5934,109561.5934
3485,21,10,13,16260,105131.2754,1,0.727,117326.2754,105131.2754
3486,21,11,13,16260,100989.3763,1,0.711,113184.3763,100989.3763
3487,21,12,13,16140,81344.95691,1,0.622,93449.95691,81344.95691
3488,21,13,13,16140,77771.59396,1,0.598,89876.59396,77771.59396
3489,21,14,13,16140,56507.48721,1,0.516,68612.48721,56507.48721
3490,21,15,13,16140,62462.40023,1,0.54,74567.40023,62462.40023
3491,21,16,13,16140,73273.71592,1,0.595,85378.71592,73273.71592
3492,21,17,13,16140,97035.24849,1,0.718,109140.2485,97035.24849
3493,21,18,13,16140,113713.2601,1,0.815,125818.2601,113713.2601
3494,21,19,13,15360,-11520,2,0,0,-11520
3495,21,20,13,15360,-11520,2,0,0,-11520
3496,21,21,13,15360,-11520,2,0,0,-11520
3497,21,22,13,15360,-11520,2,0,0,-11520
3498,21,23,13,15360,-11520,2,0,0,-11520
3499,21,24,13,15360,-11520,2,0,0,-11520
3500,21,25,13,15360,-11520,2,0,0,-11520
3501,21,26,13,15360,-11520,2,0,0,-11520
3502,21,27,13,15360,-11520,2,0,0,-11520
3503,21,28,13,15360,-11520,2,0,0,-11520
3504,21,29,13,15360,-11520,2,0,0,-11520
3505,22,7,13,16260,103721.018,1,0.728,115916.018,103721.018
3506,22,8,13,16260,104999.9525,1,0.731,117194.9525,104999.9525
3507,22,9,13,16260,104708.5014,1,0.728,116903.5014,104708.5014
3508,22,10,13,16260,104140.7599,1,0.727,116335.7599,104140.7599
3509,22,11,13,16140,80526.71747,1,0.631,92631.71747,80526.71747
3510,22,12,13,16140,79072.69225,1,0.612,91177.69225,79072.69225
3511,22,13,13,16140,71810.66143,1,0.573,83915.66143,71810.66143
3512,22,14,13,16140,51819.06025,1,0.495,63924.06025,51819.06025
3513,22,15,13,16140,73249.63784,1,0.586,85354.63784,73249.63784
3514,22,16,13,16140,97970.29774,1,0.7,110075.2977,97970.29774
3515,22,17,13,16140,112230.6422,1,0.786,124335.6422,112230.6422
3516,22,18,13,16140,122111.4233,1,0.86,134216.4233,122111.4233
3517,22,19,13,16140,130394.2815,1,0.914,142499.2815,130394.2815
3518,22,20,13,16140,129707.9007,1,0.919,141812.9007,129707.9007
3519,22,21,13,15360,-11520,2,0,0,-11520
3520,22,22,13,16140,110160.0315,1,0.85,122265.0315,110160.0315
3521,22,23,13,16140,100819.2947,1,0.819,112924.2947,100819.2947
3522,22,24,13,16140,95730.77726,1,0.805,107835.7773,95730.77726
3523,22,25,13,15360,-11520,2,0,0,-11520
3524,22,26,13,15360,-11520,2,0,0,-11520
3525,22,27,13,15360,-11520,2,0,0,-11520
3526,22,28,13,15360,-11520,2,0,0,-11520
3527,22,29,13,15360,-11520,2,0,0,-11520
3528,23,7,13,16260,102876.9861,1,0.73,115071.9861,102876.9861
3529,23,8,13,16260,103869.0177,1,0.731,116064.0177,103869.0177
3530,23,9,13,16260,104149.8563,1,0.73,116344.8563,104149.8563
3531,23,10,13,16260,105012.081,1,0.735,117207.081,105012.081
3532,23,11,13,16140,80525.21259,1,0.63,92630.21259,80525.21259
3533,23,12,13,16140,77938.0648,1,0.608,90043.0648,77938.0648
3534,23,13,13,16140,69115.73312,1,0.562,81220.73312,69115.73312
3535,23,14,13,16140,57069.53386,1,0.517,69174.53386,57069.53386
3536,23,15,13,16140,88579.8999,1,0.652,100684.8999,88579.8999
3537,23,16,13,16140,120677.8955,1,0.797,132782.8955,120677.8955
3538,23,17,13,16140,128286.412,1,0.861,140391.412,128286.412
3539,23,18,13,16140,131938.0287,1,0.914,144043.0287,131938.0287
3540,23,19,13,16140,139817.7867,1,0.974,151922.7867,139817.7867
3541,23,20,13,16140,137428.7123,1,0.973,149533.7123,137428.7123
3542,23,21,13,16140,126804.9357,1,0.935,138909.9357,126804.9357
3543,23,22,13,16140,116599.3082,1,0.896,128704.3082,116599.3082
3544,23,23,13,16140,103844.1549,1,0.848,115949.1549,103844.1549
3545,23,24,13,16140,101296.134,1,0.84,113401.134,101296.134
3546,23,25,13,15360,-11520,2,0,0,-11520
3547,23,26,13,15360,-11520,2,0,0,-11520
3548,23,27,13,15360,-11520,2,0,0,-11520
3549,23,28,13,15360,-11520,2,0,0,-11520
3550,23,29,13,15360,-11520,2,0,0,-11520
3551,24,7,13,16260,105321.7249,1,0.745,117516.7249,105321.7249
3552,24,8,13,16260,106460.2401,1,0.748,118655.2401,106460.2401
3553,24,9,13,16260,107029.4976,1,0.749,119224.4976,107029.4976
3554,24,10,13,16260,108033.6578,1,0.755,120228.6578,108033.6578
3555,24,11,13,16140,80808.49323,1,0.631,92913.49323,80808.49323
3556,24,12,13,16140,79642.2633,1,0.615,91747.2633,79642.2633
3557,24,13,13,16140,75659.78062,1,0.595,87764.78062,75659.78062
3558,24,14,13,16140,74964.3705,1,0.597,87069.3705,74964.3705
3559,24,15,13,16140,105473.4726,1,0.726,117578.4726,105473.4726
3560,24,16,13,16140,138135.0197,1,0.872,150240.0197,138135.0197
3561,24,17,13,16140,137519.3683,1,0.903,149624.3683,137519.3683
3562,24,18,13,16140,132381.7607,1,0.922,144486.7607,132381.7607
3563,24,19,13,16140,137434.7318,1,0.975,149539.7318,137434.7318
3564,24,20,13,16140,144304.1966,1,1.025,156409.1966,144304.1966
3565,24,21,13,16140,134822.5719,1,0.994,146927.5719,134822.5719
3566,24,22,13,16140,125744.0474,1,0.957,137849.0474,125744.0474
3567,24,23,13,16140,112976.8551,1,0.905,125081.8551,112976.8551
3568,24,24,13,16140,107996.1182,1,0.879,120101.1182,107996.1182
3569,24,25,13,15360,-11520,2,0,0,-11520
3570,24,26,13,15360,-11520,2,0,0,-11520
3571,24,27,13,15360,-11520,2,0,0,-11520
3572,24,28,13,15360,-11520,2,0,0,-11520
3573,24,29,13,15360,-11520,2,0,0,-11520
3574,25,7,13,16260,110484.4608,1,0.772,122679.4608,110484.4608
3575,25,8,13,16260,112056.3624,1,0.779,124251.3624,112056.3624
3576,25,9,13,16260,113199.4258,1,0.783,125394.4258,113199.4258
3577,25,10,13,16260,115778.5196,1,0.796,127973.5196,115778.5196
3578,25,11,13,16140,81515.94239,1,0.634,93620.94239,81515.94239
3579,25,12,13,16140,83053.67005,1,0.632,95158.67005,83053.67005
3580,25,13,13,16140,84468.56838,1,0.636,96573.56838,84468.56838
3581,25,14,13,16140,92142.72869,1,0.673,104247.7287,92142.72869
3582,25,15,13,16140,122082.2597,1,0.798,134187.2597,122082.2597
3583,25,16,13,16140,150632.4754,1,0.928,162737.4754,150632.4754
3584,25,17,13,16140,140502.0918,1,0.916,152607.0918,140502.0918
3585,25,18,13,16140,122871.5433,1,0.881,134976.5433,122871.5433
3586,25,19,13,16140,125800.662,1,0.927,137905.662,125800.662
3587,25,20,13,16140,140077.5601,1,1.018,152182.5601,140077.5601
3588,25,21,13,16140,142696.3104,1,1.052,154801.3104,142696.3104
3589,25,22,13,16140,135455.3479,1,1.021,147560.3479,135455.3479
3590,25,23,13,16140,121961.1429,1,0.959,134066.1429,121961.1429
3591,25,24,13,15360,-11520,2,0,0,-11520
3592,25,25,13,15360,-11520,2,0,0,-11520
3593,25,26,13,15360,-11520,2,0,0,-11520
3594,25,27,13,15360,-11520,2,0,0,-11520
3595,25,28,13,15360,-11520,2,0,0,-11520
3596,25,29,13,15360,-11520,2,0,0,-11520
3597,26,7,13,16260,115789.1321,1,0.8,127984.1321,115789.1321
3598,26,8,13,16260,121086.223,1,0.825,133281.223,121086.223
3599,26,9,13,16260,120941.2555,1,0.824,133136.2555,120941.2555
3600,26,10,13,16260,114783.4559,1,0.794,126978.4559,114783.4559
3601,26,11,13,16260,110057.1386,1,0.771,122252.1386,110057.1386
3602,26,12,13,16140,82774.90404,1,0.632,94879.90404,82774.90404
3603,26,13,13,16140,89720.54687,1,0.659,101825.5469,89720.54687
3604,26,14,13,16140,103205.7225,1,0.717,115310.7225,103205.7225
3605,26,15,13,16140,134563.1617,1,0.848,146668.1617,134563.1617
3606,26,16,13,16140,153318.3744,1,0.935,165423.3744,153318.3744
3607,26,17,13,16140,132955.2755,1,0.875,145060.2755,132955.2755
3608,26,18,13,16140,107097.5492,1,0.807,119202.5492,107097.5492
3609,26,19,13,16140,108186.0962,1,0.846,120291.0962,108186.0962
3610,26,20,13,16140,126295.5599,1,0.954,138400.5599,126295.5599
3611,26,21,13,16140,137029.1927,1,1.032,149134.1927,137029.1927
3612,26,22,13,16140,142018.9588,1,1.061,154123.9588,142018.9588
3613,26,23,13,16140,131224.1968,1,1.012,143329.1968,131224.1968
3614,26,24,13,15360,-11520,2,0,0,-11520
3615,26,25,13,15360,-11520,2,0,0,-11520
3616,26,26,13,15360,-11520,2,0,0,-11520
3617,26,27,13,15360,-11520,2,0,0,-11520
3618,26,28,13,15360,-11520,2,0,0,-11520
3619,26,29,13,15360,-11520,2,0,0,-11520
3620,27,8,13,16260,128394.6663,1,0.862,140589.6663,128394.6663
3621,27,9,13,16260,128680.0531,1,0.863,140875.0531,128680.0531
3622,27,10,13,16260,119370.87,1,0.818,131565.87,119370.87
3623,27,11,13,16260,112065.4589,1,0.782,124260.4589,112065.4589
3624,27,12,13,16140,85462.30795,1,0.64,97567.30795,85462.30795
3625,27,13,13,16140,93538.06358,1,0.67,105643.0636,93538.06358
3626,27,14,13,16140,108435.1278,1,0.731,120540.1278,108435.1278
3627,27,15,13,16140,136387.1797,1,0.848,148492.1797,136387.1797
3628,27,16,13,16140,144496.0427,1,0.889,156601.0427,144496.0427
3629,27,17,13,16140,118309.8894,1,0.803,130414.8894,118309.8894
3630,27,18,13,16140,85209.69576,1,0.702,97314.69576,85209.69576
3631,27,19,13,16140,84730.41752,1,0.732,96835.41752,84730.41752
3632,27,20,13,16140,108373.6354,1,0.863,120478.6354,108373.6354
3633,27,21,13,16140,123921.5342,1,0.958,136026.5342,123921.5342
3634,27,22,13,16140,135468.8918,1,1.026,147573.8918,135468.8918
3635,27,23,13,16140,135642.8871,1,1.038,147747.8871,135642.8871
3636,27,24,13,15360,-11520,2,0,0,-11520
3637,27,25,13,15360,-11520,2,0,0,-11520
3638,27,26,13,15360,-11520,2,0,0,-11520
3639,27,27,13,15360,-11520,2,0,0,-11520
3640,27,28,13,15360,-11520,2,0,0,-11520
3641,27,29,13,15360,-11520,2,0,0,-11520
3642,28,8,13,16260,135559.6581,1,0.898,147754.6581,135559.6581
3643,28,9,13,16260,136704.2376,1,0.903,148899.2376,136704.2376
3644,28,10,13,16260,124387.1223,1,0.843,136582.1223,124387.1223
3645,28,11,13,16260,113786.8762,1,0.791,125981.8762,113786.8762
3646,28,12,13,16140,88581.40478,1,0.653,100686.4048,88581.40478
3647,28,13,13,16140,95368.10115,1,0.672,107473.1012,95368.10115
3648,28,14,13,16140,111254.3903,1,0.736,123359.3903,111254.3903
3649,28,15,13,16140,134237.7444,1,0.831,146342.7444,134237.7444
3650,28,16,13,16140,135546.3671,1,0.848,147651.3671,135546.3671
3651,28,17,13,16140,108230.101,1,0.759,120335.101,108230.101
3652,28,18,13,16140,65026.04078,1,0.605,77131.04078,65026.04078
3653,28,19,13,16140,63115.31052,1,0.625,75220.31052,63115.31052
3654,28,20,13,16140,91154.64546,1,0.773,103259.6455,91154.64546
3655,28,21,13,16140,110956.2686,1,0.884,123061.2686,110956.2686
3656,28,22,13,16140,124360.7516,1,0.964,136465.7516,124360.7516
3657,28,23,13,15360,-11520,2,0,0,-11520
3658,28,24,13,15360,-11520,2,0,0,-11520
3659,28,25,13,15360,-11520,2,0,0,-11520
3660,28,26,13,15360,-11520,2,0,0,-11520
3661,28,27,13,15360,-11520,2,0,0,-11520
3662,28,28,13,15360,-11520,2,0,0,-11520
3663,29,8,13,16260,142579.6825,1,0.932,154774.6825,142579.6825
3664,29,9,13,16260,144726.9059,1,0.942,156921.9059,144726.9059
3665,29,10,13,16260,129543.7939,1,0.868,141738.7939,129543.7939
3666,29,11,13,16260,115508.2935,1,0.801,127703.2935,115508.2935
3667,29,12,13,16260,103621.5326,1,0.743,115816.5326,103621.5326
3668,29,13,13,16140,97067.78501,1,0.678,109172.785,97067.78501
3669,29,14,13,16140,113090.4474,1,0.741,125195.4474,113090.4474
3670,29,15,13,16140,128844.878,1,0.808,140949.878,128844.878
3671,29,16,13,16140,126892.0111,1,0.812,138997.0111,126892.0111
3672,29,17,13,16140,100852.7652,1,0.729,112957.7652,100852.7652
3673,29,18,13,16140,63049.0958,1,0.6,75154.0958,63049.0958
3674,29,19,13,16140,60129.57718,1,0.61,72234.57718,60129.57718
3675,29,20,13,16140,82324.78938,1,0.725,94429.78938,82324.78938
3676,29,21,13,16140,100131.4089,1,0.824,112236.4089,100131.4089
3677,29,22,13,15360,-11520,2,0,0,-11520
3678,29,23,13,15360,-11520,2,0,0,-11520
3679,29,24,13,15360,-11520,2,0,0,-11520
3680,29,25,13,15360,-11520,2,0,0,-11520
3681,29,26,13,15360,-11520,2,0,0,-11520
3682,29,27,13,15360,-11520,2,0,0,-11520
3683,29,28,13,15360,-11520,2,0,0,-11520
3684,30,8,13,16260,149599.7068,1,0.967,161794.7068,149599.7068
3685,30,9,13,16260,154470.9916,1,0.991,166665.9916,154470.9916
3686,30,10,13,16260,138862.0735,1,0.917,151057.0735,138862.0735
3687,30,11,13,16260,122107.0599,1,0.836,134302.0599,122107.0599
3688,30,12,13,16260,105350.5302,1,0.755,117545.5302,105350.5302
3689,30,13,13,16140,98202.41246,1,0.683,110307.4125,98202.41246
3690,30,14,13,16140,113096.4669,1,0.743,125201.4669,113096.4669
3691,30,15,13,16140,123742.8167,1,0.789,135847.8167,123742.8167
3692,30,16,13,16140,119235.9094,1,0.783,131340.9094,119235.9094
3693,30,17,13,16140,95182.63772,1,0.707,107287.6377,95182.63772
